Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
2007,6,32,8,1.1641598799694448,-0.9500324222875706,-0.40826763047953973,0.30049646856063655,0.006033517448206489,-0.7287616174752799,1.056867756076692,1.4965831968720544,1.329482123794442,4,0.9870397571143649
2017,9,6,0,-0.797226153061995,-1.5873304798972385,0.4207002863832294,-1.5857259563015598,-1.2575303460505416,-1.0589266329548852,1.269424655720012,1.5098191916097752,0.6382175470980016,1,-1.4647536508294239
1996,5,3,3,-0.742282924924609,-0.9621569988889436,-0.7051592299177507,0.08011997707381575,-0.30985744842648055,-1.1001010579622486,-0.7498658908915298,0.9131544814593558,-1.1260916841121837,2,0.9182425746772099
2015,9,31,4,0.12459911902081168,0.35034084093161105,0.13661577554823573,0.614032113266886,0.6378154491975806,1.6420386859860812,0.01133625296100976,0.725064029923322,-1.3741744584137,0,0.23101959604145864
1991,0,16,4,-1.6004438215466352,0.10520326913356444,1.1518686175487058,0.10015420357261764,1.2695973809469547,0.4456715145104486,1.0092494895981556,1.5927183165460277,-0.5269296942821742,0,-0.9965801280715241
2003,7,10,3,0.7385678905877896,1.4631682712092677,1.512795660003001,1.1729870325834582,0.9537064150722676,-0.6464127674605532,1.7138618095196811,0.6540076371208199,-0.25408816007032664,1,1.1565446128592787
2016,8,1,8,1.3446876295637125,0.3797826919001091,1.255489607156552,-0.5669855388374846,0.32192448332289353,-0.9819650908850472,0.8346491791768568,1.0664133678961247,0.5025395427893875,4,-0.21821537649497735
2012,9,31,8,0.8214187901600379,0.6371069539091666,0.7629988363237551,-0.17030785416120764,0.9537064150722676,1.5254419497502765,-0.440692218683064,0.14024205190665243,-1.0671658355255957,4,-0.5542780176697312
2023,5,19,3,-1.091128817860392,0.5671546067346468,-0.4688102311492925,-0.03006826866959442,1.5854883468216416,-0.9792714369126029,0.2466671061375428,-1.1976383635561392,0.03905555726799177,4,0.20198370654375497
2002,6,28,7,-1.1696191437709431,0.5908695828945046,-1.262849724548743,-0.9716769141132824,-0.9416393801758546,-1.5545589638846422,-0.3330335292533305,0.28374810011562657,-1.1993776134467633,3,-0.16710061594827105
2016,9,6,5,0.032154957392829,0.5850309035885153,-1.3501707832070402,0.9716430562704992,0.006033517448206489,0.21478688830093443,-0.5421398298764667,-1.0739863074537461,-0.7854111477460294,3,0.6463149473264188
2015,7,25,7,-1.3204949924656693,1.488535469385501,-0.5281885510369346,-0.6210779503842495,-0.30985744842648055,-0.7718600810343894,-1.0673210007484364,1.0789527313318603,-1.200863139041383,4,0.2756121517925076
1990,5,4,6,0.9940975071632506,1.1532462045585983,-0.9333582632114342,1.1118826417621124,0.006033517448206489,-0.3828194858713581,-1.0838838760453187,-1.4721110965383517,-0.6319068363019773,1,1.6616531398118455
2003,1,33,8,-0.04459113905304316,-0.6273522202172184,1.3078822423515304,0.14523121319492177,1.5854883468216416,0.8966661510396995,1.618625276562609,0.8309519878250891,-0.6853857577082921,4,-0.3238992504986827
1993,1,33,0,1.2016608134600413,1.002161060474686,-1.4025634184020186,1.2020366610067208,0.6378154491975806,0.24249304344607608,-0.4386218592709537,0.17159046049599141,0.47035315490595764,0,-0.576115325578154
2020,7,26,1,0.6260650901159996,-0.5570396141067973,-0.3186180102570212,-0.9015571213674758,0.006033517448206489,-1.7207958947554924,-1.5110680347440693,-1.0635368379239665,-0.6819195313208458,0,-0.9633651962417882
2010,4,2,0,1.721441193934358,0.05312721881291339,-1.486391634713984,-0.03006826866959442,0.6378154491975806,-1.4906808839666768,0.33362220144617366,0.5651871461176927,-0.5744665133100096,3,0.782604871241597
1995,6,32,1,-0.620186862397085,-0.32013830694677353,-0.07179048444956733,-1.4124298970869236,0.9537064150722676,0.06047899645090921,-0.9120440448401669,0.6411199580340915,-1.601459874390538,0,-1.2911180653805934
2021,8,13,5,-0.12046512076657603,-0.8343893038632045,1.63970226525306,1.5155723057129702,0.006033517448206489,-1.4214154961038228,-0.4807191673171959,-0.2871412518613365,0.18562741593715149,0,-0.2675667261154506
2018,5,3,4,-1.083279785269337,-1.6058030674036339,-0.7750160768443886,-0.5579701369130237,0.32192448332289353,-0.9704208595745715,0.8988303209522749,0.870311656387259,1.4235654114537,2,-0.47804069050271547
1994,9,24,7,0.46385174990086037,0.2565741358218125,0.5441140492869565,1.0467714056410065,0.006033517448206489,1.6785954184692544,0.7856506730902477,0.18517477088470502,1.4161377834806004,3,2.2241812252802533
2016,9,31,5,-0.2870390346434124,0.20039858726504128,-0.46298882723873946,1.4224131524935415,-0.9416393801758546,-1.4060231876898548,1.2349186655181743,-0.7124346617233692,0.30397428830853357,2,-0.44347300508573206
1992,7,25,0,-0.19895544667712708,0.7670113571064592,0.8747697914063757,2.2548352635187587,-0.9416393801758546,-0.8372773917937516,-1.2439916705818455,-0.010926940624160351,1.7236415815669106,0,3.3169887169496532
2024,1,33,2,1.3019540076790792,0.7445013849735819,-0.81460162343615,0.9115403767740935,0.006033517448206489,0.23556650465979068,1.4467854453574578,-0.11228679506302311,-0.7750124685836903,2,0.49077244110702267
2015,0,17,1,1.4912029045967417,-0.9662316516812082,1.107625947828502,1.2180640422057623,-1.5734213119252287,1.2199046277330197,-0.7353733750067578,0.6857043613611514,0.390629947994692,4,2.390183415486759
1993,1,7,7,0.2955336065593451,-0.2113401083045352,0.29961508504372386,0.17227741896830445,-0.6257484143011676,0.3898743965098159,-0.8637356585575942,-0.25126473980909286,-1.3786310351975593,1,0.03206819345985478
2022,7,9,7,-1.552477511267965,-0.8799061570060638,0.9201767419086899,-0.24243106955689422,1.2695973809469547,-0.13461851269613026,0.08517907199294243,1.5429091784540776,0.29209008355157423,4,-0.519130580715356
2022,0,11,7,0.29204514762998735,0.3660058932823603,1.582652506929639,0.1993236247416871,1.5854883468216416,-0.011864853094738656,1.0085593697941189,1.2722679176327842,1.0190072745188918,1,-0.5815021836130856
1994,7,25,9,-1.1129316861688785,-0.9977853653774043,-1.6656908751590211,-1.2922245380941124,1.5854883468216416,-0.3224046753465352,1.1362315335409185,0.43004067353254216,-0.5482222278050588,3,-0.970708715715417
2021,0,16,0,-1.2167133393172738,0.4212000468068483,-1.0346506912550593,0.681146772037872,0.32192448332289353,1.4607942544116124,0.4964904751988475,1.446425743129112,-0.6056625507970265,3,1.4173844920574525
2018,8,13,8,-0.29837652616382526,-0.07447898082776637,1.2578181687207732,1.2811718556769882,0.6378154491975806,-1.0439191322512669,1.1203587780480728,-0.7340302320849139,-1.2488951332674252,0,-0.10320716526488799
2002,1,22,9,1.4912029045967417,-1.527067855826275,0.42885025185800385,-1.3332947024166562,-1.2575303460505416,-0.2123496701866668,0.4205772967548047,0.8142328365774414,-0.5125696135341823,0,-1.1772210445971716
2010,5,14,1,1.0036907692189845,-0.16748789989997925,-1.158064454158786,-1.031779593609688,-0.6257484143011676,-1.3890916484344906,1.693158215398579,-1.7323028878298656,0.41835975909426204,4,-1.032452254447639
2024,5,14,6,-0.3114582471489172,-1.1241741382691757,-0.5596241321539218,0.681146772037872,-1.2575303460505416,-1.0773974030516464,-0.4972820426140778,0.5930523981971051,-0.927526429631329,4,1.307449106779541
2013,5,14,3,0.8981648866059101,0.6286346575545184,-0.7808374807549417,0.6310612057908676,0.6378154491975806,0.8385601867769722,0.5199545485360973,-1.0102445433220901,-1.2162135701857881,4,-0.37711561036843405
2011,4,24,4,-0.12569780916061266,0.7406130730102322,0.9166838995623584,-0.8284321946468489,-0.6257484143011676,0.3552417025783891,1.6545115063725204,1.0587504235742862,-0.9364395831990482,0,-1.2228281655386564
2020,9,11,6,0.9696782946577457,1.3439722543135981,1.4953314482713418,0.9385865825474762,0.32192448332289353,1.4057667518316783,-1.3247356876541456,-0.6016702847077046,0.5263079523033054,3,1.0979897075827114
1998,1,29,2,1.1353800938022427,-1.342304712596541,-1.647062382645251,-0.6611464033818533,-0.6257484143011676,-0.7129845013509633,1.2825369319967102,0.2523996915262876,1.2215339305853987,2,-1.025084578659952
1990,7,25,4,-0.4466360306615331,-1.3760324026300734,-1.3303780099111595,0.21034244931602827,-0.30985744842648055,0.9470759610954436,-0.4123973067175571,0.8727498659442079,-0.13475093730253154,1,1.0431548746710753
2009,6,32,1,-1.2829940589750728,-0.19327747062175213,1.6874377773195957,-0.4678161176684154,-0.6257484143011676,0.42296785959984623,-0.2716128666940594,-0.1101969011570671,-0.34371487094572484,4,-0.44398028768094994
1995,7,9,1,-1.3187507630009905,-0.8074319972802337,-1.1045075381816971,-0.6511292901324524,1.2695973809469547,-1.6107408895956241,-1.5407431863176497,-0.6594906827724856,-0.9671404454878588,3,0.060234455651470786
2023,8,30,8,1.0786926362001779,0.2264117669815117,-1.307092394268947,1.0718141887645087,0.006033517448206489,-0.8249635450625775,1.0913737462785296,0.10192733029746023,1.3715720156420044,1,0.19210377409403706
2013,0,11,0,1.3804443335896301,1.7027777317495163,-0.6318095406447809,-0.22039342040821217,-0.9416393801758546,-1.0081320151887923,-0.23572663688414822,1.160110278013149,1.2200484049907794,0,-0.2706345780008153
2019,6,32,6,1.2583482710621063,1.1004372136442162,-0.8099445003077075,-0.13023940116360386,1.2695973809469547,-1.5180022314014692,-1.3544108392277259,0.19109613695158023,-1.532630521839818,3,0.2625918985152511
2015,8,30,0,-0.7169915976867649,-0.5681952183978146,-1.2011428430968794,0.731232338284877,1.2695973809469547,0.14859996212087376,0.6186416805133531,-1.1572337480409909,-0.2644868392326657,4,1.6726684190222887
2000,8,1,8,0.6644381383389356,-0.9167767956872883,0.759505993977423,-0.603047146535328,-0.30985744842648055,0.0847218822029083,0.9443782280187009,1.1406046015575602,1.2730321511988874,2,-0.8129679849167438
2009,7,10,2,1.6377181796297704,-0.7160753002243967,0.5138427489520799,0.4697856824755124,-0.30985744842648055,-1.5218503085049613,-0.056295487834592144,1.2196722543328928,-1.3088113322504262,3,0.29389848153440595
2017,3,15,2,-0.8600184137904358,0.8201557615128868,1.2415182377712244,-0.6391087542331713,-0.6257484143011676,1.4180805985628522,-1.295750655884602,-0.6661086801413459,0.20543442386541585,1,-1.2180693716692323
2006,4,24,3,-1.3745661058707157,0.8359201956390573,-1.6994550178402295,-0.570992384137245,0.006033517448206489,1.1071559686007066,-1.0521383650596279,-0.0739720734538309,0.7852845809653676,3,0.1791801460730125
2011,9,24,0,-0.797226153061995,0.8952511155654485,0.11333015990602277,0.33455465360859954,-0.6257484143011676,-1.6107408895956241,-1.4013389859022252,-0.49369243289998144,-0.6210129819414317,4,-0.4618076474557464
2016,7,9,2,1.3272453349169233,-1.582361391126184,1.5104670984387798,0.7041861325114943,-1.5734213119252287,-1.3829347250689037,0.5634320961904126,0.22314117684290463,-0.829976915584625,2,1.844516437230828
2023,6,5,4,-0.4509966043232303,-1.7430865674259421,0.8084057868260697,2.1736966461986116,0.9537064150722676,0.8858915351499221,1.6255264746029767,-0.44283834785505366,-0.159014522014656,1,2.3371603061294715
2024,4,8,5,-0.16232662791886987,-0.9564549695241584,-1.4130419454410144,0.32053069505943843,-1.2575303460505416,-1.4999162690150571,-0.7270919373583169,0.8894690171918554,0.49412156441987487,1,1.1635499439360961
1996,7,26,3,1.2688136478501795,0.13890611372324177,1.1623471445877014,-0.7472935773267014,0.006033517448206489,1.0548221199932166,0.8436207366293348,1.3224253713757266,0.8575801599035336,1,-0.42482433063296404
2002,7,25,8,-1.4827083326808084,-1.742577235826909,-0.006590760651372143,0.17227741896830445,-0.30985744842648055,-0.1604006292895261,1.4633483206543394,1.1768294292607966,0.8570849847053268,0,-0.39789004045830534
2012,6,20,1,-1.5001506273275975,0.4087027885476463,-1.1825143505831093,0.35058203480764105,-0.6257484143011676,0.5207090180285409,0.1604021306329486,0.8424464043078467,-1.4434989861626266,3,-0.7872656667590426
1996,8,30,9,0.8641524120446713,1.5532826960723412,0.43234309420433586,-0.5850163426864063,0.006033517448206489,0.339079778743723,-1.1280515435036709,-0.6406816376188822,0.8041012384972188,4,-0.8204322859606626
2000,2,27,1,-0.4082629824385969,0.7764526257714627,-0.8565157315921327,-0.31054743965282067,0.006033517448206489,1.5112040644673563,0.6124306022770222,1.1043797738543242,-1.0542912803722237,2,-0.38455575509829504
2023,3,0,7,-1.613525542531727,1.461702390021807,1.6804520926269322,-0.8284321946468489,0.9537064150722676,1.4300096375836773,1.154174648445874,1.4774258360674586,-1.2682069659974833,1,0.05704582219581629
2014,3,15,2,-0.30012075562850415,-0.2600744464266523,-0.2196541437776176,0.7612836780330796,-0.30985744842648055,1.0540525045725184,1.4295324502565387,-0.40173710103792026,0.851638057525054,1,0.0789314427323549
1997,9,31,9,-1.38415936792645,-1.7413970772437835,-1.0998504150532544,0.4607702805510517,-0.9416393801758546,-1.5029947306978506,-1.4503374919888348,-1.1300651272635636,0.8659981382730463,3,0.4098729453268149
2016,2,27,4,-1.3021805830865407,1.1301150963293396,1.6688092848058256,0.4607702805510517,-0.6257484143011676,-1.3894764561448396,1.6986791738308726,-1.3488073560869516,-1.0483491779937444,1,1.3364366836491288
2019,6,20,6,-0.8321107423555731,-0.3642017016240994,-1.392084891363023,-1.1119164996048956,-1.2575303460505416,-1.444119151014425,-0.38686287396819713,0.9364916300758639,-0.748273007880533,3,-0.8554830976588057
2008,3,0,1,-0.005345976097767639,-0.291330014796585,-0.8006302540508224,0.7412494515342777,-0.6257484143011676,-0.6810454613919805,0.3984934630256286,0.49900717242908793,0.15542172884654776,1,1.1806767706032106
1995,4,1,8,0.15076256099099516,0.8318082746810098,1.0435905048124172,0.6681245248136509,-1.2575303460505416,-1.0700860565550117,-0.07009788391532717,-1.2544138146679418,-0.6898423344921519,1,-0.2851525227496671
1993,6,28,4,1.511261543440549,0.12666973262452016,0.4800786062708718,-0.42273910804611103,0.006033517448206489,1.079065005745216,0.48061771970600237,-0.326849236074499,-1.6509773942112,0,0.4946374513563011
2003,0,11,2,-1.6859110653159022,-0.1302445795609257,-0.8949369974017836,0.06008575057501386,0.6378154491975806,1.5296748345641176,1.3646611886770836,0.6250974380884295,1.5879635772582972,3,0.9266248156553324
1998,9,24,5,-1.1591537669828698,-1.6132194323944327,1.4464316554226955,-0.9726786254382226,1.2695973809469547,-1.0820150955758367,0.32672100340580623,-0.294455880532182,1.450800047355064,3,-0.6649380923693824
2014,6,28,1,-1.714690851483104,0.29492307841242554,1.1902898833583564,-1.684895377470629,-1.2575303460505416,1.6701296488415722,1.22732734767377,0.7508393880967783,-1.3078209818540127,1,-1.3669930478367391
2003,6,32,5,1.149333929519674,-0.4589373790442536,1.5256027486062185,-1.4414795255101862,-0.9416393801758546,0.690794026002883,-0.4807191673171959,-0.447366451317958,-0.22239694738510332,2,-1.29440332409248
2013,9,11,8,0.8231630196247168,-0.7404238352025638,0.8747697914063757,-1.3423101043411172,-0.30985744842648055,-0.6102408426877294,1.0761911105897206,-1.6918982723147178,1.0997208318265705,0,-0.6803256644243219
2014,1,29,6,-1.470498726428056,1.311760136355237,-0.44668889628919056,-0.6411121768830514,-0.9416393801758546,0.6703992173543758,0.818086303879975,-1.160020273248932,0.46292552693285804,0,0.12040783396992324
2009,6,32,6,0.21006636279007823,1.5045110897844416,0.9108624956518051,0.37963166323090414,0.32192448332289353,0.015456494340053887,1.2935788488612985,-1.4014030193868425,1.4374303170034854,3,0.14057835620834477
1997,4,24,6,1.4694000362882553,0.4948419423938761,-0.7785089191907203,0.09013709032321691,1.5854883468216416,0.22132861937687073,1.4723198781068174,0.2060737099442644,-0.7443116062948801,1,0.1259396298892031
1996,1,33,8,0.6217045164543024,-1.1831075310938821,-0.1497972968509796,0.04005152407621197,-0.30985744842648055,-0.9581070128433974,0.24735722594157944,0.8055249453026251,1.5037837935631717,1,0.9521097269865115
2023,7,26,0,-1.357995925956266,-1.1348701018488705,0.9434623575509029,0.44273947670212976,-1.5734213119252287,1.2352969361469868,-0.8264691891396094,-1.68040385583196,0.8818437446156577,3,0.9816528990794331
1991,8,30,6,-1.7504475555090218,0.6219885013232331,-1.4083848223125717,-0.5509581576384431,-1.5734213119252287,-1.185528369659769,-0.8478629030647488,-0.1767251904966645,0.6758508621617043,0,-1.0736146136024536
1991,3,18,6,1.1432291263932979,-1.4667306954237458,-0.3651892415414465,-0.41372370612165027,1.2695973809469547,-0.07497331759200589,0.052743441203214836,-1.6110890412844217,-0.939410634388288,1,-1.032500567075755
1993,5,14,9,1.52521537915798,0.2503130839702839,0.10983731755969116,0.8935095729251721,0.006033517448206489,1.0436626963930906,-0.8706368565979616,0.06709576519819464,-0.8265106891971787,1,0.3844605029378097
2003,4,1,9,1.0664830299474255,0.6327093103467833,1.5465598026842098,0.13621581127046103,0.32192448332289353,1.1244723155664202,-0.662220675778862,-1.1450427002562478,-0.891378640162246,2,0.0005683599282359198
1992,2,11,0,1.6420787532914676,1.1319163910088466,0.853812737328384,-0.6571395580820929,-1.2575303460505416,0.3864111271166736,-1.3847761106053431,0.7306370803392043,-0.013433013741909998,2,-1.2171755880490869
2022,8,1,4,0.6749035151270092,0.8322058017826943,-0.823915869693035,0.731232338284877,-0.9416393801758546,-0.060735432309085666,1.4854321543835156,0.8375699851939494,0.6283140431338691,0,0.49328469776905354
2019,3,21,0,-0.313202476613596,0.8666167415222465,-1.5795340972828344,1.83311479571898,-0.6257484143011676,1.5192850263846898,-0.10805447313734867,-0.0356573518446387,0.5931566040611987,1,1.9953967748370318
1990,7,10,0,-1.409450695164294,-0.6590922747423292,-0.14281161215831595,0.19030822281722637,0.006033517448206489,-1.4602810748490906,1.199032435708263,0.660277318838688,-1.1523359696171342,1,-0.5977110703459969
1991,5,14,5,0.1472741020616374,-0.7120627610417701,1.2624752918492157,1.1369254248856147,-0.30985744842648055,0.41758055165495755,1.4605878414381925,-0.5128497937045774,-1.1092557273731585,3,2.1474124592039616
2003,7,25,9,-0.6838512378578654,1.263820852436489,-1.6854836484549018,0.29047935531123537,0.6378154491975806,0.9890200015235054,0.08172847297275862,-0.39929889148097164,-1.6534532702022329,0,0.37269637799156863
2006,3,15,8,-0.25128233061749466,-0.7438152382888085,1.1169401940853867,-0.7923705869490055,0.9537064150722676,-0.37358410082297744,1.4529965235937883,1.5819205313652553,-0.18773468351063982,4,-1.0041893669997908
2010,3,0,3,0.8606639531153135,-0.9821327357485825,1.5058099753103376,0.31652384975967807,-1.5734213119252287,1.5042775256810712,-1.6421907975110523,-0.5494229370588062,-1.2914802003131944,1,0.9398383194450529
2014,3,15,4,0.8126976428366433,0.6559894912391735,-0.27670390210103857,1.3522933597477347,0.9537064150722676,-0.29970102043593283,-0.7029377442170305,0.12909595107488744,0.7377477619375317,0,2.489272615752633
2005,0,17,8,-0.43791488333813844,1.613632279196798,0.1028516328670271,0.713201534435955,0.6378154491975806,1.431933676135423,-1.278497660783683,-0.8879857498236678,0.6986289212792092,1,-0.08637021436646905
1996,0,11,4,1.4702721510205945,-1.5221733033867866,-1.3816063643240273,-0.19735405993458988,1.2695973809469547,-1.4260331886280126,-0.8975515289553951,-0.46861370602851,1.5448833350143212,1,-0.8852919892063652
2006,8,30,6,1.684812375176101,-0.5766426693086072,1.346303508161181,-1.1620020658519001,-1.2575303460505416,0.7862263381694823,1.6400189904877485,-0.34252344036916865,1.6746192369444557,0,-0.6013586737687533
2023,6,32,9,0.3147201306708134,-0.8333085270555001,-0.20568277439228994,1.161968208009117,0.9537064150722676,-0.13192485872368592,-0.6104616904761055,1.6999995370517658,0.8858051462013113,0,1.5336488316185575
2011,4,1,4,0.7961274629221938,1.3130396767137835,-1.3245566060006062,0.3906504878052448,0.9537064150722676,1.6420386859860812,0.7953123503467617,-0.6166478577003888,-1.0062592861461817,3,-0.47576999698126443
2010,0,17,9,-1.6475380170929659,0.24517007709224234,0.012037731862397968,0.37061626130644293,0.9537064150722676,1.5381406041917998,0.9312659517420027,-0.41253488621869244,-0.3194512862336004,1,0.8295889020843873
2008,2,11,5,-1.7364937197915904,1.0652933333109331,1.6990805851407023,-0.3686466964993459,1.2695973809469547,-0.9300160499879067,-1.4613794088534229,1.0636268426881834,-1.5826432168586866,4,0.3637585417901123
2021,0,16,9,0.2641374761951247,1.543965654626614,0.4684357984497653,-0.4858469215173371,-1.2575303460505416,0.5765061360291736,-1.1701488515499128,-0.7211425529981856,0.43767159182432025,3,-1.089340374054205
2007,4,24,0,0.3600700967524651,-0.4920315102594767,-0.9915723023169658,-0.38066723239862704,0.32192448332289353,1.0213438491928375,-0.3730604778874621,-0.10532048204316989,0.7055613740541018,4,-0.39334865341540326
2008,5,3,2,-0.9018799209427297,-0.26910576526804386,-0.1684257893647497,-1.7029261813195506,0.6378154491975806,-0.42899641111326076,-0.7878224801135513,0.392770898876328,-1.3043547554665664,1,-1.3507116921616544
2024,1,22,9,-1.7373658345239298,-1.6283875758680766,-1.2057999662253218,0.31652384975967807,0.32192448332289353,-0.8488216231042275,-0.04180297194982025,0.944502890048695,-0.12138120695095266,2,-0.5520797930904542
2019,8,23,4,-0.7300733186718568,0.34109833581744964,0.8840840376632606,-1.1800328697008218,0.6378154491975806,0.41296285913076763,-0.1480814217714805,1.481953939530363,0.4064755543373034,1,-0.5039121028588225
2024,1,22,7,-0.4867533083491481,1.0771446100298983,0.7932701366586312,-0.8825246061936141,-0.6257484143011676,0.16591630908658742,1.3646611886770836,-0.4337821409292444,-0.012442663345496253,2,-0.2432413178590548
2000,1,7,2,1.1999165839953625,0.14242174402876273,-0.6900235797503124,0.731232338284877,-0.30985744842648055,-0.016097737908579726,-1.4517177315969085,-0.31361324133677826,0.4094466055265433,0,1.4637646150487928
1998,9,31,9,1.1432291263932979,0.7830366683931095,1.5861453492759712,1.1369254248856147,-0.6257484143011676,-0.03341408487429313,1.4474755651614943,-0.09730922207033892,-0.34619074693675816,3,1.2827855101263332
2012,6,20,3,-0.2704688547289626,-1.310502544461792,1.0168120468238726,0.37061626130644293,-0.9416393801758546,1.6785954184692544,0.1031221868978979,-1.235953085165331,1.202222097855341,1,0.7685458964598472
1995,8,1,9,-1.4670102674986982,-1.275296550518871,0.8829197568811498,0.028030988176930838,-0.9416393801758546,0.22787035045280704,0.881577325851356,1.005109813321417,1.718194654386638,1,-0.9434362371439466
2009,5,4,4,-0.2312236917736871,0.5175506780775951,0.10750875599546994,-0.03507682529429478,0.6378154491975806,-0.9415602812983822,1.3736327461295617,1.2841106497665347,0.8615415614891865,1,-0.1802174944817594
2012,0,11,7,1.4973077077231174,1.692715326988131,-0.8693228201953496,-0.0701367216671982,-0.9416393801758546,-0.5702208408114137,-0.3171607737604851,-0.6493895288936986,-1.2424578556907389,1,-0.9051484793620328
1991,5,3,8,-1.2097364214585584,1.5401270335509742,1.3614391583286194,-0.6932011657799363,0.6378154491975806,-0.7414602719168034,-0.6304751647931713,1.5665946427215784,-0.6353730626894237,0,0.07144298537437802
2003,5,4,8,-0.0332536475326303,-0.4168119289876389,-0.6213310136057852,-0.5910266106360469,0.006033517448206489,-1.620745890064703,1.4267719710403919,1.6177970434174989,-0.03819177365224097,4,-0.3849180998091648
2024,8,1,0,0.8423495437361849,-0.05511195734258153,-0.1509615776330904,-0.6110608371348488,-1.5734213119252287,-0.6856631539161707,0.6289934775739043,-0.5334004171131442,-0.47543147366868577,4,-0.8643243086040301
2023,2,8,8,-1.6091649688700296,0.6940775566693066,0.8200485946471758,-1.6488337697727857,-1.5734213119252287,-1.705018778631176,-0.8319901475719034,1.098458407787449,1.5275522030770898,3,-1.12905335436554
2009,1,7,4,1.4380039059240342,-0.20004785407231365,-0.21150417830284315,0.6410783190402682,-1.5734213119252287,-1.492989730228772,0.6862734213089547,1.5540552792858429,-0.09068034466214238,0,0.3334906802754512
2002,8,23,8,-1.535035216621176,-1.3455843111854369,-1.4002348568377971,-1.3823785573387208,1.5854883468216416,1.495811756053389,0.7228497709229028,-0.16871393052383327,0.5748351217275544,2,-1.2454867881250506
2013,7,26,4,0.44204888159237393,-1.5052411333994182,1.3858890547529423,0.3075084478352173,0.006033517448206489,0.1943920796524273,-0.2847251429707578,0.2015456064813598,1.593905679636777,2,-0.8193210955139951
2009,8,1,2,-0.5155330945163502,-0.2233031895208488,-1.2803139362804024,-1.6227892753243431,0.32192448332289353,-1.212080101673863,-0.802314995998323,-0.47244517818942944,-0.04512422642713331,3,-1.159973436359767
2014,0,11,5,1.1135772254937564,-0.8634957413396562,-0.46648166958507126,-1.362344330839919,0.32192448332289353,-1.3648487626824914,-0.7139796610816186,-1.6211901951632086,-0.006005385768810425,4,-0.9557801136275793
2024,2,11,5,-0.5774532405124517,1.0909835222572855,0.2693437847088473,0.2263698305150698,0.9537064150722676,-0.19387890008990552,-0.5324781526199523,-0.8611654446972333,0.8590656854981535,1,-0.838452896247923
2022,4,2,4,0.058318399363012786,-0.34421354204253274,-1.369963556502921,-0.09017094816600009,1.2695973809469547,-0.8719100857251787,1.5868797655769187,1.4307515388344425,0.1806756639550849,3,0.6750368047413686
2021,5,14,2,0.8458380026655429,-0.46434126308277524,1.3660962814570619,0.24440063436399126,-0.6257484143011676,1.3699796347692035,-1.0624901621201792,1.0779077843788822,-0.7958098269083684,0,-0.7404265738006004
2017,4,1,7,1.6996383256258714,1.07776574612628,-0.1323330851193203,-0.38066723239862704,-0.6257484143011676,0.8154717241560204,1.3584501104407531,-0.30002893094806465,1.3240351966141692,2,-0.3991220124752628
2021,9,31,8,-0.7701905963594717,1.5392201748502568,-1.117314626784914,0.731232338284877,0.9537064150722676,1.5473759892401802,-0.34200508670580826,0.2931526226924284,-0.7710510669980375,4,-0.6104656041686154
2014,9,6,0,1.4100962344891717,-1.351895053924676,-1.2046356854432112,-0.250444760156415,1.2695973809469547,-1.584573965291879,-1.0121114164254963,-1.358560194314746,-1.6643471245627788,4,-0.046319045658322164
2021,9,24,9,0.6818804329857246,-1.6843767835959331,1.1087902286106124,-0.2153848637835118,-0.9416393801758546,-0.7645487345377546,-1.1701488515499128,-0.21608485905883446,1.4681311792922953,2,-0.22406120449701078
1999,2,8,7,0.6007737628781552,0.006243866258014114,-0.1823971587500774,-0.16029074091180648,0.32192448332289353,-0.11576293488901987,0.2715114190828659,1.3227736870267193,1.2170773538015396,2,-0.08564552494472946
1998,6,28,0,-0.856529954861078,-1.026009789596994,1.5710096991085327,-0.8825246061936141,-0.30985744842648055,1.1848871260912435,-1.1956832842992728,1.1858856361866053,-0.2184355457994501,2,-0.34167829764536317
2013,9,11,4,0.15948370831438985,1.6756713525034137,-1.6587051904663574,1.83311479571898,-0.6257484143011676,-1.226317986956783,-0.40342574926507935,-1.31188589708173,1.6622398569892902,3,-0.5176087329297027
2022,5,4,3,1.5792864925630268,1.1027602626446846,-1.5818626588470557,0.19030822281722637,0.9537064150722676,-0.8849935478770513,0.8836476852634664,1.6393926137790438,-1.5618458585340087,1,0.8914290660728409
2002,2,11,9,0.5606564851905403,0.3193337270002309,0.8002558213512952,0.7943401517561026,1.5854883468216416,-1.6903960856379066,1.1803992009992708,-1.4135940671715856,-1.7029707900228948,3,0.2934153552532461
2021,7,9,7,-1.3309603692537428,-1.3191860270892097,1.384724773970832,0.2263698305150698,0.32192448332289353,-1.0897112497828205,-0.32199161238874247,0.8602105025084723,1.6587736306018441,2,-1.003609615462399
2023,1,7,4,0.14989044625865589,0.2439153821775511,0.8794269145348181,0.07310799779923542,1.2695973809469547,-0.16001582157917668,1.4847420345794788,-1.4546953139887189,1.442877244183758,2,-0.4600200802154551
2023,7,26,0,-1.4792198737514506,1.6788764147607438,1.2589824495028836,-1.225109879323126,1.5854883468216416,1.4507892539425338,-0.7208808591219861,0.20502876299128642,0.3252668218314178,2,-0.5267398196436229
